-8.000000000000000000e+01,1.905306163890461424e-01
-7.975000000000000000e+01,1.911797978043084101e-01
-7.950000000000000000e+01,1.918285677088103769e-01
-7.925000000000000000e+01,1.924769178917313805e-01
-7.900000000000000000e+01,1.931248401847103502e-01
-7.875000000000000000e+01,1.937723264618926577e-01
-7.850000000000000000e+01,1.944193686399734167e-01
-7.825000000000000000e+01,1.950659586782383381e-01
-7.800000000000000000e+01,1.957120885786019504e-01
-7.775000000000000000e+01,1.963577503856435147e-01
-7.750000000000000000e+01,1.970029361866396100e-01
-7.725000000000000000e+01,1.976476381115948311e-01
-7.700000000000000000e+01,1.982918483332696269e-01
-7.675000000000000000e+01,1.989355590672054752e-01
-7.650000000000000000e+01,1.995787625717479197e-01
-7.625000000000000000e+01,2.002214511480669701e-01
-7.600000000000000000e+01,2.008636171401748105e-01
-7.575000000000000000e+01,2.015052529349418142e-01
-7.550000000000000000e+01,2.021463509621088672e-01
-7.525000000000000000e+01,2.027869036942989422e-01
-7.500000000000000000e+01,2.034269036470248981e-01
-7.475000000000000000e+01,2.040663433786959191e-01
-7.450000000000000000e+01,2.047052154906210675e-01
-7.425000000000000000e+01,2.053435126270109767e-01
-7.400000000000000000e+01,2.059812274749769356e-01
-7.375000000000000000e+01,2.066183527645280849e-01
-7.350000000000000000e+01,2.072548812685662267e-01
-7.325000000000000000e+01,2.078908058028784422e-01
-7.300000000000000000e+01,2.085261192261274044e-01
-7.275000000000000000e+01,2.091608144398406366e-01
-7.250000000000000000e+01,2.097948843883953585e-01
-7.225000000000000000e+01,2.104283220590041636e-01
-7.200000000000000000e+01,2.110611204816962017e-01
-7.175000000000000000e+01,2.116932727292975269e-01
-7.150000000000000000e+01,2.123247719174096437e-01
-7.125000000000000000e+01,2.129556112043850258e-01
-7.100000000000000000e+01,2.135857837913017476e-01
-7.075000000000000000e+01,2.142152829219354793e-01
-7.050000000000000000e+01,2.148441018827297877e-01
-7.025000000000000000e+01,2.154722340027646899e-01
-7.000000000000000000e+01,2.160996726537233181e-01
-6.975000000000000000e+01,2.167264112498560602e-01
-6.950000000000000000e+01,2.173524432479442547e-01
-6.925000000000000000e+01,2.179777621472605009e-01
-6.900000000000000000e+01,2.186023614895285516e-01
-6.875000000000000000e+01,2.192262348588804866e-01
-6.850000000000000000e+01,2.198493758818124977e-01
-6.825000000000000000e+01,2.204717782271391757e-01
-6.800000000000000000e+01,2.210934356059458539e-01
-6.775000000000000000e+01,2.217143417715389253e-01
-6.750000000000000000e+01,2.223344905193956056e-01
-6.725000000000000000e+01,2.229538756871107252e-01
-6.700000000000000000e+01,2.235724911543428006e-01
-6.675000000000000000e+01,2.241903308427584673e-01
-6.650000000000000000e+01,2.248073887159744155e-01
-6.625000000000000000e+01,2.254236587794994640e-01
-6.600000000000000000e+01,2.260391350806733313e-01
-6.575000000000000000e+01,2.266538117086051018e-01
-6.550000000000000000e+01,2.272676827941098598e-01
-6.525000000000000000e+01,2.278807425096433803e-01
-6.500000000000000000e+01,2.284929850692364317e-01
-6.475000000000000000e+01,2.291044047284263030e-01
-6.450000000000000000e+01,2.297149957841880807e-01
-6.425000000000000000e+01,2.303247525748640945e-01
-6.400000000000000000e+01,2.309336694800918910e-01
-6.375000000000000000e+01,2.315417409207306820e-01
-6.350000000000000000e+01,2.321489613587872369e-01
-6.325000000000000000e+01,2.327553252973395270e-01
-6.300000000000000000e+01,2.333608272804596762e-01
-6.275000000000000000e+01,2.339654618931356622e-01
-6.250000000000000000e+01,2.345692237611910202e-01
-6.225000000000000000e+01,2.351721075512044346e-01
-6.200000000000000000e+01,2.357741079704271936e-01
-6.175000000000000000e+01,2.363752197666998678e-01
-6.150000000000000000e+01,2.369754377283675717e-01
-6.125000000000000000e+01,2.375747566841944769e-01
-6.100000000000000000e+01,2.381731715032767427e-01
-6.075000000000000000e+01,2.387706770949543644e-01
-6.050000000000000000e+01,2.393672684087220504e-01
-6.025000000000000000e+01,2.399629404341391548e-01
-6.000000000000000000e+01,2.405576882007382788e-01
-5.975000000000000000e+01,2.411515067779326227e-01
-5.950000000000000000e+01,2.417443912749227541e-01
-5.925000000000000000e+01,2.423363368406022400e-01
-5.900000000000000000e+01,2.429273386634619725e-01
-5.875000000000000000e+01,2.435173919714936075e-01
-5.850000000000000000e+01,2.441064920320923370e-01
-5.825000000000000000e+01,2.446946341519584955e-01
-5.800000000000000000e+01,2.452818136769978619e-01
-5.775000000000000000e+01,2.458680259922217393e-01
-5.750000000000000000e+01,2.464532665216454532e-01
-5.725000000000000000e+01,2.470375307281863497e-01
-5.700000000000000000e+01,2.476208141135609053e-01
-5.675000000000000000e+01,2.482031122181807548e-01
-5.650000000000000000e+01,2.487844206210478859e-01
-5.625000000000000000e+01,2.493647349396493351e-01
-5.600000000000000000e+01,2.499440508298503838e-01
-5.575000000000000000e+01,2.505223639857879214e-01
-5.550000000000000000e+01,2.510996701397620323e-01
-5.525000000000000000e+01,2.516759650621275823e-01
-5.500000000000000000e+01,2.522512445611841958e-01
-5.475000000000000000e+01,2.528255044830667875e-01
-5.450000000000000000e+01,2.533987407116334856e-01
-5.425000000000000000e+01,2.539709491683551645e-01
-5.400000000000000000e+01,2.545421258122019248e-01
-5.375000000000000000e+01,2.551122666395305161e-01
-5.350000000000000000e+01,2.556813676839703731e-01
-5.325000000000000000e+01,2.562494250163094844e-01
-5.300000000000000000e+01,2.568164347443787632e-01
-5.275000000000000000e+01,2.573823930129364723e-01
-5.250000000000000000e+01,2.579472960035522067e-01
-5.225000000000000000e+01,2.585111399344895422e-01
-5.200000000000000000e+01,2.590739210605881304e-01
-5.175000000000000000e+01,2.596356356731465143e-01
-5.150000000000000000e+01,2.601962800998023906e-01
-5.125000000000000000e+01,2.607558507044138718e-01
-5.100000000000000000e+01,2.613143438869395818e-01
-5.075000000000000000e+01,2.618717560833177527e-01
-5.050000000000000000e+01,2.624280837653463760e-01
-5.025000000000000000e+01,2.629833234405605236e-01
-5.000000000000000000e+01,2.635374716521116101e-01
-4.975000000000000000e+01,2.640905249786441034e-01
-4.950000000000000000e+01,2.646424800341729555e-01
-4.925000000000000000e+01,2.651933334679607568e-01
-4.900000000000000000e+01,2.657430819643931685e-01
-4.875000000000000000e+01,2.662917222428551889e-01
-4.850000000000000000e+01,2.668392510576061416e-01
-4.825000000000000000e+01,2.673856651976552756e-01
-4.800000000000000000e+01,2.679309614866355882e-01
-4.775000000000000000e+01,2.684751367826783142e-01
-4.750000000000000000e+01,2.690181879782867491e-01
-4.725000000000000000e+01,2.695601120002093509e-01
-4.700000000000000000e+01,2.701009058093132853e-01
-4.675000000000000000e+01,2.706405664004561951e-01
-4.650000000000000000e+01,2.711790908023598012e-01
-4.625000000000000000e+01,2.717164760774806731e-01
-4.600000000000000000e+01,2.722527193218829411e-01
